id,titulo,artista,ano,genero,danceability,energy,valence,acousticness,instrumentalness,speechiness,liveness,loudness,tempo,duration_ms,popularidade,hit
422,Faixa 0422,Artista 277,2014,pop,0.659,0.534,0.234,0.334,0.0227,0.149,0.275,-8.43,156,146715,61,0
423,Faixa 0423,Artista 076,2020,funk,0.777,0.72,0.211,0.313,0.3581,0.138,0.217,-12.21,98,167310,60,0
424,Faixa 0424,Artista 154,2015,rock,0.675,0.763,0.99,0.134,0.2159,0.024,0.327,-9.13,74,238068,97,0
425,Faixa 0425,Artista 124,2014,sertanejo,0.608,0.434,0.35,0.27,0.1562,0.151,0.15,-10.19,118,189829,47,0
426,Faixa 0426,Artista 263,2015,eletronica,0.7,0.544,0.527,0.336,0.2263,0.106,0.121,-12.34,155,223997,31,0
427,Faixa 0427,Artista 271,2018,eletronica,0.67,0.634,0.643,0.08,0.0901,0.064,0.067,-11.78,150,216346,32,0
428,Faixa 0428,Artista 149,2017,pop,0.612,0.752,0.645,0.245,0.1513,0.054,0.219,-6.78,97,221364,77,0
429,Faixa 0429,Artista 140,2016,trap,0.847,0.623,0.146,0.132,0.185,0.02,0.181,-14.12,155,161987,74,0
430,Faixa 0430,Artista 277,2012,rock,0.853,0.99,0.696,0.216,0.3806,0.194,0.244,-11.32,55,187130,96,0
431,Faixa 0431,Artista 077,2014,mpb,0.483,0.624,0.404,0.082,0.1842,0.171,0.028,-7.93,108,260667,45,0
432,Faixa 0432,Artista 285,2023,trap,0.638,0.73,0.276,0.544,0.1095,0.149,0.045,-1.0,114,137637,52,0
433,Faixa 0433,Artista 317,2021,sertanejo,0.648,0.843,0.59,0.5,0.0303,0.137,0.063,-10.06,75,140723,78,0
434,Faixa 0434,Artista 008,2011,mpb,0.761,0.917,0.537,0.567,0.1075,0.221,0.427,-4.53,135,176085,93,0
435,Faixa 0435,Artista 233,2020,eletronica,0.99,0.645,0.742,0.277,0.2582,0.108,0.343,-6.33,140,150708,100,1
436,Faixa 0436,Artista 119,2020,rock,0.599,0.533,0.979,0.252,0.2043,0.166,0.293,-6.05,160,190735,74,0
437,Faixa 0437,Artista 320,2022,rock,0.686,0.559,0.808,0.211,0.2315,0.305,0.217,-7.67,117,89496,95,0
438,Faixa 0438,Artista 291,2012,rock,0.377,0.454,0.581,0.073,0.1379,0.271,0.131,-6.55,80,211104,28,0
439,Faixa 0439,Artista 233,2020,sertanejo,0.513,0.862,0.35,0.254,0.0339,0.246,0.207,-8.59,135,194216,55,0
440,Faixa 0440,Artista 140,2024,funk,0.675,0.886,0.408,0.146,0.046,0.218,0.187,-5.86,154,123698,100,1
441,Faixa 0441,Artista 018,2017,funk,0.693,0.882,0.384,0.573,0.1573,0.304,0.175,-2.82,70,130652,82,0
442,Faixa 0442,Artista 031,2022,mpb,0.722,0.509,0.244,0.432,0.0461,0.197,0.06,-5.78,91,257884,65,0
443,Faixa 0443,Artista 045,2018,funk,0.67,0.65,0.671,0.465,0.0934,0.319,0.166,-7.94,120,178478,88,0
444,Faixa 0444,Artista 231,2020,pop,0.703,0.665,0.724,0.103,0.2172,0.153,0.232,-2.47,130,178608,100,1
445,Faixa 0445,Artista 008,2014,funk,0.659,0.99,0.49,0.122,0.2635,0.167,0.243,-5.15,98,179815,95,0
446,Faixa 0446,Artista 184,2010,mpb,0.956,0.753,0.609,0.501,0.1633,0.042,0.12,-2.5,117,111598,99,1
447,Faixa 0447,Artista 261,2015,rock,0.597,0.563,0.03,0.273,0.3148,0.09,0.052,-8.5,140,192017,0,0
448,Faixa 0448,Artista 124,2011,rock,0.597,0.511,0.394,0.231,0.0312,0.14,0.381,-8.34,113,179372,49,0
449,Faixa 0449,Artista 303,2024,trap,0.441,0.777,0.584,0.365,0.0258,0.122,0.217,-9.7,110,229015,68,0
450,Faixa 0450,Artista 153,2013,rock,0.634,0.926,0.611,0.214,0.0362,0.227,0.198,-10.86,58,184470,78,0
451,Faixa 0451,Artista 113,2023,rock,0.433,0.584,0.291,0.09,0.0583,0.14,0.055,-3.19,128,192912,21,0
452,Faixa 0452,Artista 164,2015,sertanejo,0.83,0.345,0.419,0.363,0.0007,0.315,0.259,-9.44,159,152855,65,0
453,Faixa 0453,Artista 241,2013,rock,0.7,0.682,0.252,0.122,0.0121,0.223,0.214,-8.86,77,305152,56,0
454,Faixa 0454,Artista 086,2013,funk,0.563,0.672,0.237,0.119,0.1616,0.076,0.177,-10.59,76,221965,30,0
455,Faixa 0455,Artista 195,2019,trap,0.586,0.673,0.676,0.14,0.08,0.064,0.066,-10.54,76,170303,60,0
456,Faixa 0456,Artista 070,2014,rock,0.416,0.352,0.228,0.387,0.132,0.02,0.097,-11.61,158,224299,8,0
457,Faixa 0457,Artista 138,2017,rock,0.695,0.403,0.65,0.251,0.1063,0.164,0.095,-11.12,84,214184,55,0
458,Faixa 0458,Artista 223,2016,mpb,0.99,0.692,0.669,0.544,0.0236,0.085,0.041,-4.08,102,196223,100,1
459,Faixa 0459,Artista 036,2022,rock,0.525,0.759,0.235,0.136,0.0197,0.088,0.12,-5.27,75,168434,73,0
460,Faixa 0460,Artista 190,2014,rock,0.608,0.506,0.206,0.349,0.0363,0.165,0.29,-7.03,105,206143,24,0
461,Faixa 0461,Artista 223,2019,rock,0.761,0.46,0.421,0.294,0.0189,0.056,0.295,-7.84,143,226615,70,0
462,Faixa 0462,Artista 198,2010,mpb,0.479,0.721,0.03,0.097,0.0258,0.128,0.324,-8.46,146,147893,34,0
463,Faixa 0463,Artista 005,2017,pop,0.626,0.758,0.422,0.307,0.1248,0.155,0.102,-8.35,91,187510,25,0
464,Faixa 0464,Artista 233,2014,trap,0.475,0.279,0.806,0.207,0.1463,0.118,0.1,-9.06,119,261279,19,0
465,Faixa 0465,Artista 119,2020,funk,0.574,0.601,0.813,0.034,0.0963,0.114,0.111,-3.13,119,211129,88,0
466,Faixa 0466,Artista 263,2011,pop,0.561,0.498,0.417,0.659,0.1697,0.281,0.339,-10.5,127,177359,6,0
467,Faixa 0467,Artista 233,2015,mpb,0.667,0.603,0.348,0.156,0.18,0.175,0.185,-6.26,203,178762,100,1
468,Faixa 0468,Artista 024,2013,sertanejo,0.527,0.314,0.054,0.435,0.1699,0.096,0.416,-10.34,75,278271,0,0
469,Faixa 0469,Artista 196,2010,mpb,0.552,0.381,0.375,0.321,0.2083,0.132,0.439,-4.73,136,289520,24,0
470,Faixa 0470,Artista 009,2019,mpb,0.45,0.443,0.554,0.013,0.1772,0.162,0.271,-1.0,127,84533,28,0
471,Faixa 0471,Artista 292,2013,pop,0.623,0.445,0.553,0.361,0.0906,0.115,0.148,-5.13,122,147015,41,0
472,Faixa 0472,Artista 001,2017,pop,0.658,0.45,0.418,0.236,0.117,0.124,0.044,-9.96,70,260275,51,0
473,Faixa 0473,Artista 316,2015,mpb,0.345,0.478,0.931,0.425,0.3716,0.051,0.219,-6.77,147,265174,17,0
474,Faixa 0474,Artista 180,2014,funk,0.693,0.718,0.549,0.054,0.3209,0.329,0.122,-6.92,70,105214,55,0
475,Faixa 0475,Artista 310,2021,trap,0.459,0.599,0.447,0.412,0.3184,0.172,0.421,-6.56,151,218466,2,0
476,Faixa 0476,Artista 321,2017,eletronica,0.682,0.836,0.928,0.618,0.01,0.085,0.214,-10.85,185,206955,86,0
477,Faixa 0477,Artista 193,2010,mpb,0.287,0.671,0.631,0.048,0.0759,0.171,0.12,-5.95,131,226921,53,0
478,Faixa 0478,Artista 034,2011,pop,0.427,0.359,0.72,0.242,0.1752,0.081,0.177,-4.06,132,222084,40,0
479,Faixa 0479,Artista 275,2016,trap,0.796,0.608,0.283,0.54,0.0327,0.142,0.213,-7.73,119,164645,49,0
480,Faixa 0480,Artista 339,2010,sertanejo,0.574,0.355,0.6,0.142,0.1353,0.055,0.065,-5.9,91,146017,60,0
481,Faixa 0481,Artista 086,2024,pop,0.747,0.639,0.708,0.131,0.1607,0.138,0.332,-9.31,133,179210,92,0
482,Faixa 0482,Artista 103,2015,sertanejo,0.679,0.67,0.672,0.057,0.0868,0.034,0.082,-7.12,135,229743,100,1
483,Faixa 0483,Artista 092,2022,sertanejo,0.614,0.438,0.53,0.165,0.1599,0.15,0.051,-1.1,162,248502,33,0
484,Faixa 0484,Artista 012,2016,funk,0.647,0.695,0.233,0.278,0.3586,0.057,0.266,-1.28,71,185560,64,0
485,Faixa 0485,Artista 004,2020,trap,0.61,0.481,0.452,0.383,0.1417,0.13,0.239,-8.9,83,167013,28,0
486,Faixa 0486,Artista 032,2020,mpb,0.525,0.568,0.662,0.122,0.0327,0.103,0.338,-8.34,109,144378,63,0
487,Faixa 0487,Artista 142,2010,rock,0.581,0.422,0.408,0.463,0.0831,0.065,0.295,-5.39,128,268469,3,0
488,Faixa 0488,Artista 213,2020,pop,0.84,0.196,0.296,0.508,0.058,0.068,0.379,-2.28,116,238066,45,0
489,Faixa 0489,Artista 217,2023,trap,0.669,0.527,0.649,0.416,0.0863,0.342,0.072,-6.24,118,167371,81,0
490,Faixa 0490,Artista 070,2020,funk,0.737,0.553,0.426,0.418,0.2554,0.221,0.143,-2.24,79,183428,81,0
491,Faixa 0491,Artista 338,2022,trap,0.327,0.758,0.558,0.176,0.1143,0.09,0.084,-5.23,61,201586,33,0
492,Faixa 0492,Artista 016,2017,trap,0.672,0.458,0.661,0.127,0.2207,0.154,0.269,-7.76,107,144520,77,0
493,Faixa 0493,Artista 022,2022,eletronica,0.788,0.626,0.258,0.057,0.0813,0.02,0.065,-10.61,132,112917,75,0
494,Faixa 0494,Artista 319,2019,eletronica,0.519,0.653,0.635,0.305,0.0622,0.049,0.123,-10.45,126,226057,28,0
495,Faixa 0495,Artista 115,2019,funk,0.451,0.439,0.474,0.199,0.1374,0.112,0.072,-7.41,154,150266,0,0
496,Faixa 0496,Artista 347,2018,pop,0.576,0.634,0.817,0.351,0.1509,0.213,0.094,-8.37,110,279151,44,0
497,Faixa 0497,Artista 075,2024,rock,0.775,0.494,0.557,0.068,0.0983,0.154,0.249,-6.49,114,185640,79,0
498,Faixa 0498,Artista 188,2024,trap,0.884,0.387,0.401,0.192,0.0628,0.07,0.028,-1.85,156,198639,84,0
499,Faixa 0499,Artista 130,2014,sertanejo,0.723,0.958,0.585,0.285,0.1831,0.044,0.188,-4.56,92,238365,100,1
500,Faixa 0500,Artista 291,2010,mpb,0.331,0.374,0.812,0.313,0.2119,0.106,0.112,-2.59,91,219046,0,0
501,Faixa 0501,Artista 228,2015,rock,0.723,0.871,0.836,0.476,0.0092,0.02,0.216,-8.36,110,165435,80,0
502,Faixa 0502,Artista 016,2012,eletronica,0.67,0.607,0.331,0.193,0.1928,0.146,0.114,-2.58,129,228278,53,0
503,Faixa 0503,Artista 286,2016,rock,0.786,0.47,0.379,0.144,0.1592,0.222,0.162,-1.17,131,167084,87,0
504,Faixa 0504,Artista 269,2021,pop,0.516,0.853,0.457,0.537,0.0794,0.04,0.133,-1.0,100,271660,34,0
505,Faixa 0505,Artista 281,2010,pop,0.879,0.639,0.553,0.543,0.1129,0.263,0.188,-5.46,65,247066,70,0
506,Faixa 0506,Artista 126,2010,eletronica,0.461,0.775,0.756,0.202,0.1286,0.22,0.147,-9.83,104,230948,25,0
507,Faixa 0507,Artista 076,2015,sertanejo,0.577,0.643,0.826,0.196,0.0177,0.085,0.02,-7.19,102,245348,75,0
508,Faixa 0508,Artista 101,2013,eletronica,0.769,0.938,0.271,0.585,0.018,0.154,0.151,-9.69,67,146352,83,0
509,Faixa 0509,Artista 038,2024,trap,0.619,0.45,0.352,0.646,0.2013,0.161,0.387,-5.77,143,248226,22,0
510,Faixa 0510,Artista 284,2014,sertanejo,0.533,0.868,0.201,0.305,0.4458,0.148,0.169,-11.06,112,229400,26,0
511,Faixa 0511,Artista 265,2021,mpb,0.72,0.441,0.562,0.446,0.2356,0.6,0.128,-5.45,151,195778,79,0
512,Faixa 0512,Artista 051,2022,funk,0.398,0.847,0.093,0.294,0.0919,0.024,0.259,-2.72,159,282674,44,0
513,Faixa 0513,Artista 049,2018,trap,0.479,0.49,0.625,0.523,0.3183,0.144,0.277,-10.05,111,174477,14,0
514,Faixa 0514,Artista 144,2013,eletronica,0.493,0.538,0.509,0.022,0.0135,0.07,0.095,-9.46,127,197692,34,0
515,Faixa 0515,Artista 331,2021,rock,0.896,0.99,0.03,0.377,0.0194,0.096,0.319,-6.18,125,250688,100,1
516,Faixa 0516,Artista 268,2021,mpb,0.546,0.786,0.408,0.336,0.0291,0.078,0.21,-4.12,98,213301,86,0
517,Faixa 0517,Artista 301,2021,pop,0.418,0.621,0.627,0.154,0.0955,0.085,0.289,-6.31,84,177091,37,0
518,Faixa 0518,Artista 252,2012,rock,0.601,0.574,0.682,0.578,0.1637,0.249,0.643,-5.57,55,187039,48,0
519,Faixa 0519,Artista 294,2019,eletronica,0.765,0.443,0.555,0.184,0.0437,0.326,0.221,-1.07,145,260800,87,0
520,Faixa 0520,Artista 089,2017,sertanejo,0.565,0.697,0.518,0.53,0.2711,0.064,0.117,-10.14,76,148865,21,0
521,Faixa 0521,Artista 254,2019,trap,0.544,0.511,0.702,0.584,0.1264,0.207,0.09,-1.31,114,237663,62,0
522,Faixa 0522,Artista 109,2018,sertanejo,0.648,0.394,0.378,0.321,0.1591,0.021,0.121,-5.56,92,177390,24,0
523,Faixa 0523,Artista 063,2011,eletronica,0.666,0.494,0.624,0.256,0.1815,0.02,0.154,-9.4,114,184667,50,0
524,Faixa 0524,Artista 138,2012,eletronica,0.392,0.894,0.697,0.258,0.265,0.128,0.137,-4.22,156,188598,60,0
525,Faixa 0525,Artista 237,2014,trap,0.712,0.525,0.347,0.158,0.1214,0.131,0.224,-6.72,104,205363,32,0
526,Faixa 0526,Artista 266,2012,mpb,0.877,0.744,0.895,0.173,0.1907,0.036,0.299,-1.9,134,125438,100,1
527,Faixa 0527,Artista 039,2013,eletronica,0.473,0.429,0.64,0.286,0.0593,0.151,0.166,-4.47,143,222115,15,0
528,Faixa 0528,Artista 339,2020,funk,0.619,0.63,0.569,0.238,0.1716,0.144,0.234,-6.97,131,176921,76,0
529,Faixa 0529,Artista 059,2010,trap,0.422,0.444,0.553,0.4,0.1705,0.213,0.43,-6.78,133,254703,48,0
530,Faixa 0530,Artista 196,2023,rock,0.494,0.747,0.879,0.27,0.2107,0.228,0.349,-8.33,153,211863,64,0
531,Faixa 0531,Artista 092,2017,sertanejo,0.714,0.689,0.226,0.476,0.079,0.134,0.091,-10.26,89,129253,75,0
532,Faixa 0532,Artista 004,2024,rock,0.837,0.669,0.196,0.444,0.0581,0.325,0.429,-6.16,126,217829,92,0
533,Faixa 0533,Artista 200,2023,mpb,0.682,0.455,0.382,0.509,0.3381,0.128,0.22,-7.34,128,173447,76,0
534,Faixa 0534,Artista 161,2021,rock,0.696,0.359,0.348,0.251,0.0338,0.101,0.079,-3.6,138,142050,28,0
535,Faixa 0535,Artista 250,2019,trap,0.37,0.664,0.767,0.563,0.1396,0.127,0.099,-2.6,83,192338,56,0
536,Faixa 0536,Artista 105,2022,mpb,0.448,0.555,0.696,0.316,0.0469,0.255,0.426,-6.81,122,250110,27,0
537,Faixa 0537,Artista 288,2012,funk,0.788,0.479,0.626,0.286,0.3406,0.106,0.113,-5.08,92,174325,55,0
538,Faixa 0538,Artista 009,2016,sertanejo,0.817,0.745,0.635,0.152,0.1509,0.02,0.312,-2.18,109,262323,100,1
539,Faixa 0539,Artista 084,2022,rock,0.77,0.99,0.399,0.106,0.0361,0.057,0.395,-8.18,99,190757,100,1
540,Faixa 0540,Artista 169,2010,funk,0.782,0.608,0.85,0.13,0.401,0.087,0.148,-6.43,55,241241,70,0
541,Faixa 0541,Artista 265,2024,funk,0.553,0.875,0.75,0.293,0.2063,0.086,0.51,-1.0,107,182914,75,0
542,Faixa 0542,Artista 221,2016,funk,0.559,0.6,0.763,0.43,0.2248,0.133,0.438,-11.15,125,255849,49,0
543,Faixa 0543,Artista 255,2012,eletronica,0.833,0.79,0.03,0.496,0.3041,0.073,0.426,-10.98,159,268205,42,0
544,Faixa 0544,Artista 318,2024,sertanejo,0.452,0.692,0.21,0.123,0.1219,0.257,0.042,-6.35,134,135575,51,0
545,Faixa 0545,Artista 193,2011,mpb,0.764,0.554,0.232,0.315,0.049,0.084,0.252,-6.4,116,251575,53,0
546,Faixa 0546,Artista 139,2010,rock,0.517,0.545,0.328,0.431,0.1256,0.075,0.215,-10.99,113,209559,37,0
547,Faixa 0547,Artista 158,2011,trap,0.516,0.48,0.279,0.314,0.3968,0.02,0.274,-2.88,71,204674,46,0
548,Faixa 0548,Artista 229,2017,eletronica,0.716,0.434,0.791,0.069,0.2203,0.352,0.188,-5.38,96,240647,76,0
549,Faixa 0549,Artista 030,2021,sertanejo,0.631,0.867,0.457,0.152,0.2843,0.149,0.086,-8.19,78,124865,77,0
550,Faixa 0550,Artista 078,2019,mpb,0.66,0.642,0.404,0.066,0.0144,0.122,0.115,-6.86,55,191484,69,0
551,Faixa 0551,Artista 028,2024,pop,0.727,0.96,0.338,0.464,0.2339,0.026,0.19,-11.86,120,252815,77,0
552,Faixa 0552,Artista 164,2020,pop,0.54,0.595,0.452,0.306,0.0274,0.137,0.281,-7.12,95,219496,31,0
553,Faixa 0553,Artista 225,2015,rock,0.495,0.492,0.508,0.143,0.0325,0.148,0.093,-8.43,100,180260,40,0
554,Faixa 0554,Artista 056,2010,pop,0.654,0.579,0.397,0.31,0.1297,0.473,0.346,-6.22,184,243573,64,0
555,Faixa 0555,Artista 018,2010,sertanejo,0.634,0.724,0.426,0.736,0.4209,0.206,0.304,-5.25,124,199279,38,0
556,Faixa 0556,Artista 117,2014,pop,0.601,0.345,0.175,0.118,0.1796,0.075,0.106,-2.15,135,293361,14,0
557,Faixa 0557,Artista 235,2019,trap,0.837,0.616,0.37,0.244,0.0486,0.062,0.17,-8.74,140,280504,100,1
558,Faixa 0558,Artista 084,2018,trap,0.714,0.58,0.689,0.291,0.1549,0.124,0.31,-4.45,138,143959,74,0
559,Faixa 0559,Artista 132,2021,mpb,0.606,0.581,0.43,0.364,0.1058,0.371,0.131,-8.05,88,230968,16,0
560,Faixa 0560,Artista 082,2022,pop,0.549,0.731,0.681,0.207,0.0617,0.305,0.075,-9.25,79,210382,67,0
561,Faixa 0561,Artista 019,2011,eletronica,0.58,0.508,0.3,0.054,0.4476,0.149,0.245,-11.18,139,217317,7,0
562,Faixa 0562,Artista 255,2010,rock,0.634,0.594,0.281,0.283,0.1636,0.364,0.108,-5.99,117,237116,18,0
563,Faixa 0563,Artista 124,2023,rock,0.656,0.454,0.725,0.349,0.1555,0.301,0.172,-10.68,55,216023,69,0
564,Faixa 0564,Artista 035,2024,rock,0.99,0.647,0.343,0.101,0.1376,0.022,0.353,-9.11,80,285874,100,1
565,Faixa 0565,Artista 264,2019,funk,0.103,0.913,0.426,0.071,0.1675,0.141,0.444,-7.13,127,210583,12,0
566,Faixa 0566,Artista 238,2018,funk,0.755,0.49,0.925,0.228,0.1201,0.183,0.025,-9.6,104,176022,94,0
567,Faixa 0567,Artista 224,2011,pop,0.99,0.806,0.526,0.347,0.2773,0.106,0.077,-4.96,83,214706,88,0
568,Faixa 0568,Artista 083,2024,sertanejo,0.8,0.656,0.471,0.454,0.0661,0.128,0.372,-8.67,106,146980,89,0
569,Faixa 0569,Artista 302,2022,eletronica,0.47,0.499,0.263,0.242,0.1631,0.067,0.02,-6.38,55,228268,7,0
570,Faixa 0570,Artista 312,2021,funk,0.757,0.536,0.581,0.08,0.098,0.037,0.257,-9.53,148,105901,65,0
571,Faixa 0571,Artista 315,2023,mpb,0.884,0.751,0.165,0.09,0.3569,0.296,0.064,-7.82,142,228573,90,0
572,Faixa 0572,Artista 294,2022,rock,0.793,0.522,0.066,0.372,0.055,0.101,0.185,-4.54,94,169698,62,0
573,Faixa 0573,Artista 319,2012,mpb,0.866,0.66,0.615,0.13,0.1351,0.268,0.221,-6.2,123,198989,80,0
574,Faixa 0574,Artista 162,2024,trap,0.868,0.628,0.878,0.136,0.1541,0.085,0.243,-1.0,137,179331,100,1
575,Faixa 0575,Artista 062,2023,eletronica,0.53,0.56,0.356,0.527,0.1811,0.423,0.08,-11.2,138,191490,10,0
576,Faixa 0576,Artista 332,2012,eletronica,0.602,0.725,0.597,0.408,0.003,0.382,0.245,-2.46,106,222071,55,0
577,Faixa 0577,Artista 160,2015,funk,0.717,0.491,0.55,0.645,0.0762,0.11,0.221,-9.57,130,238412,30,0
578,Faixa 0578,Artista 052,2014,eletronica,0.494,0.544,0.537,0.332,0.21,0.115,0.023,-2.03,129,245813,47,0
579,Faixa 0579,Artista 032,2021,sertanejo,0.775,0.803,0.03,0.035,0.0917,0.137,0.052,-8.7,132,206537,100,1
580,Faixa 0580,Artista 063,2021,trap,0.651,0.781,0.166,0.065,0.0705,0.021,0.127,-3.45,134,162228,66,0
581,Faixa 0581,Artista 236,2020,eletronica,0.819,0.559,0.38,0.24,0.057,0.134,0.031,-5.97,181,229682,90,0
582,Faixa 0582,Artista 150,2011,sertanejo,0.452,0.464,0.528,0.22,0.036,0.085,0.433,-9.91,111,283117,16,0
583,Faixa 0583,Artista 311,2010,sertanejo,0.571,0.954,0.556,0.274,0.1715,0.038,0.438,-10.96,103,219209,69,0
584,Faixa 0584,Artista 328,2010,sertanejo,0.676,0.495,0.149,0.343,0.0785,0.203,0.048,-7.74,138,194882,35,0
585,Faixa 0585,Artista 039,2016,mpb,0.51,0.583,0.708,0.413,0.0523,0.112,0.225,-7.48,136,177419,43,0
586,Faixa 0586,Artista 325,2018,sertanejo,0.804,0.636,0.572,0.126,0.2794,0.091,0.058,-8.88,116,152216,92,0
587,Faixa 0587,Artista 150,2016,sertanejo,0.566,0.375,0.03,0.402,0.1946,0.232,0.244,-3.73,101,263532,42,0
588,Faixa 0588,Artista 146,2024,eletronica,0.552,0.927,0.302,0.202,0.0876,0.1,0.253,-4.06,69,211499,98,1
589,Faixa 0589,Artista 279,2020,trap,0.656,0.675,0.484,0.175,0.0072,0.162,0.267,-2.99,130,190710,84,0
590,Faixa 0590,Artista 036,2017,pop,0.529,0.541,0.729,0.454,0.1151,0.051,0.036,-8.28,134,236961,76,0
591,Faixa 0591,Artista 238,2022,funk,0.631,0.99,0.718,0.125,0.3463,0.063,0.299,-8.63,104,202516,100,1
592,Faixa 0592,Artista 198,2023,funk,0.458,0.464,0.735,0.386,0.179,0.156,0.197,-1.66,102,175924,14,0
593,Faixa 0593,Artista 002,2012,mpb,0.857,0.604,0.8,0.487,0.2577,0.093,0.229,-6.82,156,262990,100,1
594,Faixa 0594,Artista 247,2019,mpb,0.911,0.555,0.055,0.083,0.2189,0.174,0.234,-7.41,118,211255,64,0
595,Faixa 0595,Artista 031,2023,mpb,0.67,0.607,0.365,0.47,0.0312,0.196,0.134,-2.4,130,165506,89,0
596,Faixa 0596,Artista 142,2015,pop,0.688,0.585,0.457,0.6,0.0243,0.121,0.382,-10.24,123,184818,52,0
597,Faixa 0597,Artista 025,2020,sertanejo,0.657,0.51,0.444,0.089,0.0946,0.048,0.492,-6.85,100,180024,64,0
598,Faixa 0598,Artista 287,2014,trap,0.693,0.954,0.367,0.597,0.2524,0.061,0.105,-4.07,162,214437,90,0
599,Faixa 0599,Artista 152,2011,funk,0.664,0.898,0.813,0.223,0.2604,0.438,0.311,-6.02,154,208237,100,1
600,Faixa 0600,Artista 064,2024,trap,0.495,0.599,0.375,0.182,0.2628,0.411,0.111,-8.13,183,155876,17,0
601,Faixa 0601,Artista 136,2010,funk,0.498,0.791,0.233,0.014,0.0658,0.02,0.166,-8.81,182,170978,63,0
602,Faixa 0602,Artista 071,2012,funk,0.847,0.324,0.13,0.174,0.034,0.309,0.181,-10.65,121,196031,5,0
603,Faixa 0603,Artista 026,2023,mpb,0.671,0.377,0.449,0.154,0.1342,0.324,0.265,-3.54,125,143480,39,0
604,Faixa 0604,Artista 066,2022,sertanejo,0.578,0.647,0.527,0.668,0.0319,0.118,0.123,-10.6,123,171294,65,0
605,Faixa 0605,Artista 022,2024,eletronica,0.467,0.805,0.752,0.274,0.0346,0.089,0.092,-7.71,125,144100,61,0
606,Faixa 0606,Artista 217,2023,sertanejo,0.465,0.6,0.539,0.445,0.2284,0.085,0.064,-1.15,133,161884,34,0
607,Faixa 0607,Artista 123,2010,funk,0.769,0.591,0.638,0.441,0.1708,0.184,0.182,-7.28,87,171464,76,0
608,Faixa 0608,Artista 041,2022,eletronica,0.688,0.732,0.402,0.023,0.2437,0.02,0.227,-4.03,70,169372,92,0
609,Faixa 0609,Artista 038,2015,eletronica,0.807,0.737,0.57,0.53,0.1834,0.069,0.314,-5.42,96,182110,74,0
610,Faixa 0610,Artista 154,2020,eletronica,0.65,0.561,0.476,0.252,0.1349,0.116,0.306,-7.23,107,80000,62,0
611,Faixa 0611,Artista 312,2016,eletronica,0.749,0.488,0.92,0.061,0.1161,0.282,0.149,-8.34,142,221940,65,0
612,Faixa 0612,Artista 193,2013,mpb,0.6,0.818,0.218,0.043,0.181,0.241,0.312,-8.6,142,281237,46,0
613,Faixa 0613,Artista 138,2018,sertanejo,0.79,0.401,0.424,0.064,0.2401,0.02,0.266,-9.22,110,153014,67,0
614,Faixa 0614,Artista 108,2018,funk,0.344,0.576,0.646,0.161,0.2756,0.149,0.443,-9.69,135,192249,0,0
615,Faixa 0615,Artista 128,2011,mpb,0.581,0.781,0.278,0.078,0.124,0.162,0.132,-13.24,154,153794,54,0
616,Faixa 0616,Artista 175,2018,trap,0.525,0.346,0.836,0.31,0.087,0.253,0.114,-4.17,129,176803,51,0
617,Faixa 0617,Artista 020,2010,sertanejo,0.623,0.729,0.631,0.369,0.1351,0.324,0.538,-11.84,127,142705,55,0
618,Faixa 0618,Artista 141,2014,funk,0.743,0.513,0.467,0.305,0.0168,0.046,0.151,-6.35,143,184830,99,1
619,Faixa 0619,Artista 216,2018,pop,0.642,0.968,0.903,0.349,0.3699,0.168,0.02,-3.62,127,156101,100,1
620,Faixa 0620,Artista 196,2010,sertanejo,0.52,0.726,0.571,0.651,0.3622,0.042,0.382,-7.18,165,141726,58,0
621,Faixa 0621,Artista 201,2016,eletronica,0.535,0.477,0.227,0.263,0.0654,0.021,0.057,-8.21,162,177810,8,0
622,Faixa 0622,Artista 307,2019,funk,0.481,0.895,0.365,0.366,0.0181,0.276,0.043,-7.07,102,248656,60,0
623,Faixa 0623,Artista 153,2018,mpb,0.918,0.323,0.673,0.055,0.0898,0.106,0.092,-8.08,131,187570,90,0
624,Faixa 0624,Artista 305,2012,eletronica,0.605,0.953,0.269,0.12,0.2968,0.219,0.263,-9.13,99,245816,48,0
625,Faixa 0625,Artista 290,2024,pop,0.556,0.634,0.337,0.088,0.0333,0.038,0.065,-1.0,112,263663,70,0
626,Faixa 0626,Artista 272,2016,trap,0.648,0.784,0.03,0.17,0.0296,0.048,0.071,-7.53,166,158900,73,0
627,Faixa 0627,Artista 349,2023,mpb,0.562,0.626,0.332,0.213,0.3096,0.187,0.223,-7.98,120,169867,0,0
628,Faixa 0628,Artista 118,2013,sertanejo,0.636,0.558,0.344,0.016,0.0205,0.157,0.124,-3.5,69,272513,63,0
629,Faixa 0629,Artista 337,2014,eletronica,0.496,0.708,0.779,0.208,0.0604,0.194,0.083,-4.57,191,255831,67,0
630,Faixa 0630,Artista 085,2020,rock,0.66,0.627,0.186,0.216,0.1213,0.099,0.468,-9.19,139,225853,42,0
631,Faixa 0631,Artista 047,2013,rock,0.617,0.532,0.387,0.36,0.1618,0.152,0.3,-6.82,120,214472,36,0
632,Faixa 0632,Artista 327,2013,funk,0.652,0.517,0.618,0.1,0.026,0.128,0.159,-8.67,115,212000,64,0
